gene_id,x_comparison_id,x_baseline_mode,x_baseline_label,x_condition_label,x_baseline_rank,x_condition_rank,x_rank_shift,x_band,y_comparison_id,y_baseline_mode,y_baseline_label,y_condition_label,y_baseline_rank,y_condition_rank,y_rank_shift,y_band,x_axis_label,y_axis_label
ENSG00000080824_HSP90AA1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,78,73,5,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,84,92,-8,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000163682_RPL9,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,79,90,-11,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,108,156,-48,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000144713_RPL32,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,80,89,-9,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,97,130,-33,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000138326_RPS24,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,81,86,-5,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,99,129,-30,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000186468_RPS23,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,82,82,0,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,100,140,-40,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000184009_ACTG1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,83,85,-2,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,75,72,3,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000108298_RPL19,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,84,88,-4,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,95,114,-19,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000197746_PSAP,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,85,128,-43,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,101,107,-6,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000182774_RPS17,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,86,83,3,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,94,142,-48,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000115112_TFCP2L1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,87,64,23,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,52,53,-1,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000212907_MT-ND4L,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,88,74,14,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,79,133,-54,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000142534_RPS11,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,89,97,-8,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,126,165,-39,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000135486_HNRNPA1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,90,56,34,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,55,67,-12,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000106211_HSPB1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,91,81,10,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,114,135,-21,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000166825_ANPEP,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,92,80,12,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,62,41,21,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000167978_SRRM2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,93,96,-3,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,57,20,37,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000142192_APP,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,94,101,-7,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,111,99,12,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000143947_RPS27A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,95,91,4,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,110,150,-40,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000127022_CANX,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,96,93,3,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,103,122,-19,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000096696_DSP,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,97,63,34,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,42,40,2,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000122026_RPL21,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,98,109,-11,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,121,178,-57,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000164587_RPS14,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,99,107,-8,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,137,182,-45,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000198840_MT-ND3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,100,108,-8,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,128,211,-83,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000103257_SLC7A5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,101,119,-18,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,78,46,32,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000105193_RPS16,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,102,100,2,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,124,138,-14,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000149925_ALDOA,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,103,99,4,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,106,105,1,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000100201_DDX17,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,104,122,-18,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,117,109,8,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000161970_RPL26,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,105,116,-11,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,131,187,-56,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000196262_PPIA,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,106,84,22,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,91,103,-12,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000185567_AHNAK2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,107,120,-13,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,64,48,16,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000116133_DHCR24,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,108,124,-16,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,147,116,31,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000108107_RPL28,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,109,125,-16,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,118,141,-23,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000136068_FLNB,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,110,110,0,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,76,47,29,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000115306_SPTBN1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,111,140,-29,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,105,65,40,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000196136_SERPINA3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,112,76,36,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,165,206,-41,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000265681_RPL17,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,113,113,0,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,138,176,-38,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000110321_EIF4G2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,114,114,0,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,109,119,-10,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000170889_RPS9,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,115,132,-17,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,140,157,-17,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000134333_LDHA,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,116,66,50,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,74,75,-1,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000103335_PIEZO1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,117,164,-47,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,102,50,52,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000074800_ENO1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,118,115,3,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,119,127,-8,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000063177_RPL18,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,119,135,-16,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,153,163,-10,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000112378_PERP,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,120,156,-36,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,151,195,-44,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
MYCER-ER,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,121,104,17,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,112,87,25,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000115053_NCL,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,122,105,17,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,89,93,-4,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000117983_MUC5B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,123,155,-32,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,154,79,75,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000142676_RPL11,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,124,130,-6,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,148,201,-53,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000151208_DLG5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,125,118,7,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,81,36,45,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000175061_SNHG29,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,126,153,-27,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,146,166,-20,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000130707_ASS1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,127,139,-12,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,161,174,-13,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000134419_RPS15A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,128,141,-13,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,168,248,-80,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000105372_RPS19,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,129,142,-13,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,162,172,-10,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000083845_RPS5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,130,144,-14,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,157,180,-23,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000198755_RPL10A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,131,137,-6,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,145,159,-14,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000163435_ELF3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,132,188,-56,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,144,132,12,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000168209_DDIT4,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,133,117,16,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,115,102,13,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000144381_HSPD1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,134,102,32,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,107,134,-27,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000166441_RPL27A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,135,151,-16,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,171,220,-49,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000124614_RPS10,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,136,161,-25,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,182,245,-63,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000135821_GLUL,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,137,98,39,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,61,100,-39,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000197102_DYNC1H1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,138,127,11,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,88,61,27,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000110955_ATP5F1B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,139,126,13,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,130,148,-18,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000100994_PYGB,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,140,211,-71,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,150,121,29,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000188846_RPL14,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,141,147,-6,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,172,205,-33,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000119335_SET,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,142,131,11,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,132,170,-38,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000112306_RPS12,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,143,154,-11,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,166,253,-87,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000131981_LGALS3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,144,220,-76,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,201,299,-98,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000184292_TACSTD2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,145,209,-64,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,181,191,-10,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000171863_RPS7,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,146,145,1,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,163,189,-26,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000242125_SNHG3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,147,162,-15,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,104,60,44,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000166598_HSP90B1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,148,129,19,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,160,136,24,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000099204_ABLIM1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,149,214,-65,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,194,209,-15,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000186081_KRT5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,150,58,92,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,39,28,11,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000164924_YWHAZ,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,151,134,17,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,125,153,-28,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000145592_RPL37,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,152,168,-16,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,200,234,-34,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000161960_EIF4A1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,153,136,17,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,136,111,25,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000100345_MYH9,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,154,148,6,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,120,85,35,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000262202_AC007952.4,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,155,143,12,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,170,71,99,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000111319_SCNN1A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,156,181,-25,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,133,80,53,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000150991_UBC,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,157,150,7,head,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,139,155,-16,head,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
